SiteName,Lat,Long,LENGTH,UNIT_ID,PHY_IDENT,UNIT_TYPE,BC_CLASS,DETH_CLASS,NRDA_CLASS,GEO_MAPPER,GEO_EDITOR,GEO_MAP_DT,GEO_SOURCE,BIO_MAPPER,BIO_EDITOR,BIO_MAP_DT,BIO_SOURCE,BIO_SLIDE,SCALE,VIDEO_TAPE,VIDEO_DATE,VIDEO_TIME,BASE_MAP,CHART,EXP_CALC,EXP_OBSER,EXP_BIO,EXP_CLASS,ORI,SED_SOURCE,SED_ABUND,SED_DIR,CHNG_TYPE,HAB_CALC,SHORENAME,SM_TOT_PCT,SM1_TYPE,SM1_PCT,SM1_FT,SM2_TYPE,SM2_PCT,SM2_FT,SM3_TYPE,SM3_PCT,SM3_FT,RAMP,PIERDOCK,SLIP_SMALL,SLIP_LARGE,RAILROAD,RIPAR_PCT,RIPAR_FT,ITZ_WIDTH,ZONECOMP,VER_UNIT,GRA_UNIT,SED_UNIT,TRI_UNIT,SAL_UNIT,SPA_UNIT,FUC_UNIT,BAR_UNIT,BMU_UNIT,ULV_UNIT,GCA_UNIT,OYS_UNIT,MUS_UNIT,RED_UNIT,CAL_UNIT,SBR_UNIT,SAR_UNIT,CHB_UNIT,SUR_UNIT,DEN_UNIT,ZOS_UNIT,NER_UNIT,MAC_UNIT,BIO_UNIT,BIOUNITTXT,SHORENORM,FET_NORM,RIGHT_45,LEFT_45,MAX_FET_DI,MAX_FET,EFF_FET,TIDE_RNG,A1_FMTXT,A2_FMTXT,A3_FMTXT,A4_FMTXT,B1_FMTXT,B2_FMTXT,B3_FMTXT,B4_FMTXT,B5_FMTXT,C1_FMTXT,COMMENTS,Shape_Length,distance_to_shore_m
Metridium Wall,47.596755,-122.495476,540.914,3121.0,5/2/325/0,L,25.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-07,1997.0,19:21:21,T24N_R02E NE,18445,SP,P,X,P,5.0,A,S,X,S,7.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,2.0,0.0,0.0,0.0,N,10.0,54.09,18.0,A1 B1 B2 C1, , , , , , , , , ,C, , , , , , ,P, , , , , , ,ULV-C SAR-P,"GREEN ALGAE (ULV), SARGASSUM (SAR)",76.0,10.5,8.6,17.7,16.0,47.5,10.5,2.4,BEACH BERM (LOGS OVERLYING SAND); SEAWALL (RIPRAP), , , ,BEACH FACE (VENEER OF SHELL HASH OVERLYING SAND),"BEACH FACE (PEBBLE, SAND)", , , , , ,540.9131887664776,185.7799556822048
Misery Point,47.660676,-122.833582,1366.672,934.0,3/2/153/0,L,30.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-03,1999.0,17:03:59,T25N_R01W NW,18445,SP,SP,X,SP,3.0,B,M,X,E,9.0,MISERY POINT,30.0,RR,30.0,410.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,50.0,683.34,20.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, ,P, , , ,P,P, , , ,P, , ,FUC-P BAR-P ULV-P OYS-P SBR-P SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",351.0,0.0,0.0,0.0,0.0,14.3,6.0,2.2,"LOW, STEEP CLIFF (TILL); SEAWALL (RIPRAP)", , , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE, BOULDER OVERLYING SAND)",BEACH FACE (SAND), , , , , ,1366.668043721935,667.9293590768605
Mukilteo Edgewater Park,47.953937,-122.286161,1093.988,4699.0,6/3/514/0,L,24.0,66.0,10.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990721.0,V, ,"1:12,000",WA 1997-06,1997.0,22:01:50,T29N_R04E SE,18423,SP,P,X,P,5.0,F,M,X,A,7.0, ,100.0,RR,100.0,1093.99, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,45.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , , , , , , ,P, , ,BAR-P ULV-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",332.0,12.7,9.5,5.0,326.0,20.2,7.3,2.3,SEAWALL (RIPRAP), , , ,"BEACH FACE (PEBBLE, SAND)",DELTA FAN (SAND), , , , ,STREAM MOUTH,1093.981845336159,92.46031039837138
Mukilteo Fuel Pier,47.951727,-122.292674,1440.825,4700.0,6/3/515/0,L,32.0,94.0,9.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990721.0,V, ,"1:12,000",WA 1997-06,1997.0,22:01:58,T29N_R04E SE,18423,SP,P,X,P,5.0,A,M,X,S,5.0, ,100.0,RR,100.0,1440.83, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,30.0,A1 B1 B2 C1,N, , , , , ,P,C, ,C, , , , , , , , , , , , , ,VER-N FUC-P BAR-C ULV-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV)",343.0,6.4,11.5,5.1,325.0,24.0,7.1,2.3,SEAWALL (RIPRAP), , , ,BEACH FACE (SAND); SEAWALL (RIPRAP),BEACH WITH LOW TIDE TERRACE (SAND), , , , ,BURLINGTON NORTHERN RAILBED,1440.8224221416037,13.7884021836528
Mukilteo Lighthouse,47.94664,-122.309245,1298.099,2476.0,5/1/002/0,L,25.0,66.0,10.0,Harper,Harper,19990222.0,V,Dethier,Dethier,19990308.0,V, ,"1:12,000",WA 1997-06,1997.0,22:02:53,T28N_R04E NW,18445,SP,SP,SP,SP,4.0,A,M,N,A,6.0,ELIOT PT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,1.0,0.0,0.0,0.0,N,0.0,0.0,27.0,A1 B1 B2 C1, , , , , , , ,C, ,P, , , , , , , , , , , , , ,BAR-C ULV-P,"BARNACLES (BAR), GREEN ALGAE (ULV)",277.0,3.4,8.1,6.4,205.0,33.8,11.1,2.4,BEACH BERM (LOGS OVERLYING SAND), , , ,BEACH BERM (LOGS OVERLYING SAND),"BEACH FACE (SAND, PEBBLE, COBBLE, BOULDER)", , , , , ,1298.077808440097,102.80707945005766
Mukilteo T-Dock,47.950451,-122.299001,1361.852,4701.0,6/3/516/0,L,32.0,94.0,9.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990721.0,V, ,"1:12,000",WA 1997-06,1997.0,22:02:14,T28N_R04E NW,18423,SP,P,X,P,5.0,A,M,X,S,5.0, ,100.0,RR,100.0,1361.85, ,0.0,0.0, ,0.0,0.0,0.0,1.0,0.0,0.0,N,0.0,0.0,3.0,A1 B1 C1,N, , , , , ,P,C, ,P, , , , , , , , , , , , , ,VER-N FUC-P BAR-C ULV-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV)",342.0,6.9,10.0,4.5,330.0,19.5,7.0,2.3,SEAWALL (RIPRAP), , , ,SEAWALL (RIPRAP), , , , , ,ABANDONED REFINERY,1361.8503754786202,44.39592333225535
Narrows Bridge (Tacoma Side),47.263324,-122.548784,3362.352,1489.0,4/2/001/0,L,25.0,66.0,10.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:09:34,T21N_R02E SE,18445,SP,P,X,P,5.0,A,M,X,S,7.0,TITLOW,100.0,RR,100.0,3362.35, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.0,0.0,20.0,A1 B1 C1, , , , , , ,P,P, ,C, , , , , ,C,C, , , ,P,P, ,FUC-P BAR-P ULV-C SBR-C SAR-C ZOS-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",293.0,1.5,1.7,4.6,215.0,22.8,4.6,3.0,SEAWALL (RIPRAP), , , ,"INCLINED BEACH (VENEER OF COBBLE, PEBBLE OVERLYING SAND)", , , , , , ,3362.350606981274,221.81898389593255
Narrows Bridge (Tacoma side),47.262832,-122.547991,3362.352,1489.0,4/2/001/0,L,25.0,66.0,10.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:09:34,T21N_R02E SE,18445,SP,P,X,P,5.0,A,M,X,S,7.0,TITLOW,100.0,RR,100.0,3362.35, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.0,0.0,20.0,A1 B1 C1, , , , , , ,P,P, ,C, , , , , ,C,C, , , ,P,P, ,FUC-P BAR-P ULV-C SBR-C SAR-C ZOS-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",293.0,1.5,1.7,4.6,215.0,22.8,4.6,3.0,SEAWALL (RIPRAP), , , ,"INCLINED BEACH (VENEER OF COBBLE, PEBBLE OVERLYING SAND)", , , , , , ,3362.350606981274,144.59757065469833
Norrander's,47.60568,-122.497408,3974.459,3123.0,5/2/327/0,L,24.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-07,1997.0,19:21:37,T24N_R02E NE,18445,SP,P,X,P,5.0,A,M,N,S,7.0, ,100.0,CB,60.0,2384.68,RR,30.0,1192.34,WB,10.0,397.45,1.0,0.0,0.0,0.0,N,0.0,0.0,40.0,A1 A2 B1 C1, , , , , , , ,P, ,C, , , , , ,P,P, , , , , , ,BAR-P ULV-C SBR-P SAR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR)",90.0,11.9,11.2,7.8,24.0,19.6,8.7,2.4,"SEAWALL (CONCRETE, RIPRAP, WOOD); BOAT RAMP (CONCRETE)","BEACH BERM (LOGS OVERLYING SAND, PEBBLE); BOAT RAMP (CONCRETE)", , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE, BOULDER OVERLYING SAND)", , , , , , ,3974.453564694135,129.9060616711695
North Beach,48.14372132,-122.7801511,4251.95,520.0,2/2/002/0,L,24.0,22.0,5.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,SV,WA 1995-22-35,"1:12,000",WA 1995-06,1995.0,19:08:22,T31N_R01W SE,18471,SE,SE,SE,SE,3.0,B,A,E,E,9.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,65.0,A1 B1 B2 B3 C1, , , , , , , ,P, ,P, , , ,P, , , ,C,C, , ,P, ,BAR-P ULV-P RED-P CHB-C SUR-C NER-P,"BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (CHB, NER), SURFGRASS (SUR)",90.0,40.6,7.2,62.0,282.0,500.0,45.3,1.3,"HIGH, STEEP CLIFF (SAND, GRAVEL)", , , ,"BEACH BERM (LOGS OVERLYING COBBLE, BOULDER)","BEACH FACE (SAND, PEBBLE)","BEACH WITH LOW TIDE TERRACE (VENEER OF COBBLE, BOULDER OVERLYING SAND)", , , , ,4251.915476773028,91.55121286925018
North Wall Deception Pass,48.406304,-122.642183,2329.887,4191.0,6/2/329/0,L,3.0,50.0,9.0,Harper,Harper,19990624.0,VPC,Dethier,Dethier,19990831.0,X, ,"1:12,000",WA 1997-05,1997.0,19:01:37,T34N_R01E SE,18423,P,P,X,P,3.0,B,S,X,S,5.0,"PASS IS, E",0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,3.0,A1 B1, , , , , , , , , , , , , , , , , , , , , , , , , ,81.0,2.6,0.5,0.2,75.0,5.7,0.9,2.3,RAMP PLATFORM (BEDROCK), , , ,RAMP PLATFORM (BEDROCK), , , , , , ,2329.9298508425422,28.80450027715076
Northwest Island,48.41883,-122.67067,1769.741,5386.0,7/3/218/0,L,9.0,18.0,4.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990614.0,V, ,"1:12,000",WA 1997-03,1997.0,19:30:56,T34N_R01E SE,18423,SE,SE,X,SE,5.0,B,S,X,S,3.0,ROSARIO HEAD,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,5.0,A1 B1 C1, , , , , , ,P,P, , , , , , , , , , , , , ,P, ,FUC-P BAR-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), KELP (NER)",200.0,0.0,0.0,0.0,0.0,98.6,28.2,1.4,"HIGH, STEEP CLIFF (BEDROCK)", , , ,"RAMP PLATFORM (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,1769.7709761227675,9.615943839174314
Octopus Hole,47.447568,-123.112392,1710.543,1118.0,3/2/339/0,L,25.0,66.0,10.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,WA 1999-5-10,"1:12,000",WA 1999-03,1999.0,18:11:49,T23N_R03W SW,18445,SP,P,X,P,5.0,A,M,X,S,7.0,HOOD CANAL,90.0,RR,90.0,1539.49, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,13.0,A1 B1 B2 C1, , , , , , ,P,C, ,P, ,P, , , , ,P, , , ,P, , ,FUC-P BAR-C ULV-P OYS-P SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",112.0,2.2,2.9,3.8,190.0,12.4,5.0,2.2,"LOW, STEEP CLIFF (BEDROCK)", , , ,SEAWALL (RIPRAP),"INCLINED BEACH (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , ,1710.543406609545,128.78304248484193
Olalla Boat Launch,47.421583,-122.541268,912.186,3001.0,5/2/205/0,L,24.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-07,1997.0,18:53:16,T22N_R02E NE,18445,SP,P,SP,SP,4.0,F,M,X,A,6.0,OLLALA BAY,30.0,CB,20.0,182.44,RR,10.0,91.22, ,0.0,0.0,0.0,0.0,0.0,0.0,N,50.0,456.09,55.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, , , , , , , , , , ,P, , ,FUC-P BAR-P ULV-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",162.0,6.1,0.2,2.1,174.0,12.4,2.4,2.4,"BEACH BERM (LOGS OVERLYING SAND); SEAWALL (CONCRETE, RIPRAP)", , , ,"BEACH FACE (SAND); SEAWALL (CONCRETE, RIPRAP)",DELTA FAN (VENEER OF PEBBLE OVERLYING SAND), , , , , ,912.1972636247664,30.3242698362047
Old Tacoma Outboard Association,47.254728,-122.553391,2162.942,1491.0,4/2/003/0,L,25.0,66.0,10.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:10:10,T20N_R02E NW,18445,P,P,X,P,5.0,B,M,X,S,7.0,TITLOW,10.0,CB,10.0,216.29, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,Y,40.0,865.18,30.0,A1 B1 C1, , , , , , , ,P, ,C, , , ,P, ,C,P, , , ,P,P, ,BAR-P ULV-C RED-P SBR-C SAR-P ZOS-P NER-P,"BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",272.0,4.8,1.8,3.9,272.0,4.8,2.1,3.0,"LOW, STEEP CLIFF (LIVE TREES OVERLYING TILL); SEAWALL (CONCRETE, RIPRAP)", , , ,"BEACH FACE (VENEER OF COBBLE, PEBBLE OVERLYING SAND)", , , , , , ,2162.943527279219,126.22982469462275
Old Town Dock,47.276451,-122.46539,1897.789,2679.0,5/1/208/0,L,32.0,94.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:09:20,T21N_R03E SW,18445,SP,SP,SP,SP,3.0,A,M,X,S,4.0, ,100.0,LF,100.0,1897.79, ,0.0,0.0, ,0.0,0.0,0.0,3.0,0.0,0.0,N,0.0,0.0,7.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, , ,P, , ,P, , , , , , , ,FUC-P BAR-P ULV-P MUS-P SBR-P,"ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), GREEN ALGAE (ULV), KELP (SBR)",13.0,10.5,4.3,7.4,25.0,13.3,5.6,2.4,LANDFILL (FILL), , , ,LANDFILL (FILL),"BEACH FACE (SAND, PEBBLE)", , , , ,"ABANDONED DOCK SITES, LANDFILLED",1897.7811497776418,36.097344739748515
O'Neal Island,48.604259,-123.09296,1200.881,5840.0,8/1/305/0,L,9.0,3.0,3.0,Reimer,Harper,19940929.0,VPCT,Morris,Dethier,20000523.0,SV,WA 1994-5-3,"1:12,000",WA 1994-01,1994.0,12:20:50,T36N_R03W SW,18433,SP,SP,X,SP,4.0,X,S,X,S,4.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,N, , , , , ,C,C, ,P, , , , , ,P, , , , , , , ,VER-N FUC-C BAR-C ULV-P SBR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR)",110.0,0.6,1.1,5.7,38.0,21.1,4.8,1.3,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK); LOW INCLINED CLIFF (BEDROCK), , , ,TERRACED RAMP PLATFORM (BEDROCK); BEACH FACE (PEBBLE), , , , , , ,1200.900602524431,547.2991769585423
Orcas Island Eelgrass,48.592616,-122.910867,382.07,6434.0,8/2/263/0,L,30.0,32.0,7.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-02,1999.0,19:12:15,T36N_R02W SE,18423,P,P,X,P,4.0,B,M,X,S,8.0,ORCAS IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,1.0,6.0,0.0,N,5.0,19.1,15.0,A1 A2 B1 C1, , , , , , , , , ,P, , , , , , , , , , ,C, , ,ULV-P ZOS-C,"GREEN ALGAE (ULV), EELGRASS (ZOS)",136.0,4.3,1.0,0.1,130.0,9.1,1.9,1.4,"LOW INCLINED CLIFF (DUNE GRASSES, LIVE TREES OVERLYING TILL); WHARF (WOOD)","BEACH BERM (LOGS OVERLYING SAND, PEBBLE); WHARF (WOOD)", , ,"BEACH FACE (PEBBLE, SAND); WHARF (WOOD)", , , , , , ,382.0682993136792,50.41062196025327
Owen Beach,47.313981,-122.528086,773.18,2694.0,5/1/223/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:13:47,T21N_R02E NE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0,POINT DEFIANCE PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,50.0,386.59,20.0,A1 B1 C1, , , , , , , ,P, , , , , , , ,P, , , , , ,P, ,BAR-P SBR-P NER-P,"BARNACLES (BAR), KELP (SBR, NER)",45.0,2.8,7.3,8.8,63.0,17.1,5.6,2.4,"BEACH BERM (LOGS OVERLYING SAND, PEBBLE)", , , ,"BEACH FACE (SAND, PEBBLE)", , , , , , ,773.183059503267,97.50799076445422
Partridge Point,48.225837,-122.771572,624.19,3734.0,6/1/047/0,L,25.0,18.0,4.0,Starkes,Harper,19990524.0,VPC,Dethier,Dethier,19990601.0,V, ,"1:12,000",WA 1997-04,1997.0,19:55:37,T32N_R01W SE,18423,SE,SE,SE,SE,3.0,A,M,X,S,9.0,FORT EBEY ST. PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,25.0,A1 A2 B1 B2 C1, ,P, , , , ,P,C, ,C, , , , , ,P, , ,P, , ,P, ,GRA-P FUC-P BAR-C ULV-C SBR-P SUR-P NER-P,"DUNE GRASS (GRA), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SURFGRASS (SUR)",274.0,124.1,38.6,24.3,274.0,124.1,36.4,1.3,CLOSED LAGOON (LOGS OVERLYING SAND); VEGETATED DUNE (DUNE GRASSES),BEACH BERM (LOGS OVERLYING PEBBLE), , ,"BEACH FACE (SAND, PEBBLE)","BEACH FACE (BOULDER, COBBLE)", , , , , ,624.2122518431876,126.60434263106735
Picnic Cove,48.564833,-122.923417,945.671,6697.0,8/2/527/0,L,19.0,4.0,3.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-11,1999.0,20:23:27,T36N_R02W SE,18423,P,P,X,P,4.0,B,S,X,S,5.0,SHAW IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,5.0,47.28,7.0,A1 B1 C1,N, , , , , ,C,C, ,C, , , , , ,P,P, , , ,P, , ,VER-N FUC-C BAR-C ULV-C SBR-P SAR-P ZOS-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",40.0,0.3,2.4,0.3,106.0,2.5,0.9,1.4,RAMP PLATFORM (BEDROCK), , , ,RAMP PLATFORM (VENEER OF SAND OVERLYING BEDROCK), , , , , , ,945.6697837621896,81.27654767103053
Pile Point,48.481855,-123.094404,2172.399,5582.0,8/1/047/0,L,3.0,2.0,1.0,Harper,Harper,19940907.0,VPCT,Morris,Dethier,20000523.0,SV,WA 1994-1-25,"1:12,000",WA 1994-01,1994.0,11:34:29,T35N_R03W SW,18433,SE,SE,SE,SE,1.0,X,S,X,S,3.0,PILE PT,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 C1,M, , , , , ,P,C, , , , ,P,C, , , ,P,P, , ,C, ,VER-M FUC-P BAR-C MUS-P RED-C CHB-P SUR-P NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), MUSSELS (MUS), RED ALGAE (RED), KELP (CHB, NER), SURFGRASS (SUR)",245.0,16.8,21.2,43.6,233.0,60.2,23.1,1.3,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK); RAMP PLATFORM (BEDROCK), , , ,"INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK); RAMP PLATFORM (BEDROCK); BEACH FACE (LOGS OVERLYING BOULDER, SAND)", , , , , , ,2172.421244287518,17.96156247668951
Pill Point Wall,48.910953,-125.354042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirate Cove,48.44247,-122.92797,692.18,6975.0,8/3/046/0,L,4.0,4.0,3.0,Harper,Harper,20000115.0,VPC,Dethier,Dethier,20000325.0,V, ,"1:12,000",WA 1999-01,1999.0,15:47:58,T34N_R02W NE,18423,P,P,X,P,3.0,X,S,X,S,5.0,LONG IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,5.0,A1 B1 C1,N, , , , , ,C,C, ,C, , , , , ,P,P,P,P, , ,P, ,VER-N FUC-C BAR-C ULV-C SBR-P SAR-P CHB-P SUR-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, CHB, NER), SARGASSUM (SAR), SURFGRASS (SUR)",54.0,1.2,0.1,2.0,330.0,9.4,1.2,1.5,IRREGULAR RAMP PLATFORM (BEDROCK), , , ,IRREGULAR RAMP PLATFORM (BEDROCK), , , , , , ,692.173821382829,52.22581222790608
Point Caution,48.56323,-123.02555,3617.417,5792.0,8/1/257/0,L,4.0,3.0,3.0,Reimer,Harper,19940929.0,VPCT,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1994-01,1994.0,12:14:30,T35N_R03W NE,18434,SP,SP,X,SP,2.0,X,S,X,S,4.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 C1,N, , , , , ,C,C, ,P, , , , , ,P,P, , , , ,P, ,VER-N FUC-C BAR-C ULV-P SBR-P SAR-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR)",10.0,3.2,2.8,23.1,340.0,24.0,4.2,1.3,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK); RAMP PLATFORM (BEDROCK), , , ,RAMP PLATFORM (BEDROCK), , , , , , ,3617.4621337285967,26.889295325173965
Point Dalco,47.333038,-122.519207,1226.388,2953.0,5/2/157/0,L,25.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,SV,WA 1997-16-7,"1:12,000",WA 1997-09,1997.0,21:28:54,T21N_R02E NE,18445,P,P,SP,SP,4.0,B,M,X,E,6.0,POINT DALCO,30.0,WB,30.0,367.92, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,50.0,613.19,25.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , , ,C, , , , ,C, ,BAR-P ULV-P SAR-C NER-C,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (NER), SARGASSUM (SAR)",228.0,4.7,3.4,2.8,144.0,8.4,3.8,2.4,"HIGH, STEEP CLIFF (TILL)", , , ,LOW INCLINED CLIFF WITH FAN (LIVE TREES OVERLYING TILL),"BEACH FACE (SAND, PEBBLE)", , , , ,SLOPE FAILURE,1226.3924911295235,86.06400331085993
Point Defiance Boathouse,47.307661,-122.51813,3192.719,2693.0,5/1/222/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,22:13:08,T21N_R02E NE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0,POINT DEFIANCE PARK,100.0,CB,100.0,3192.72, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,22.0,A1 B1 B2 C1, , , , , , , ,P, ,P, , , , , ,P, , , , , ,P, ,BAR-P ULV-P SBR-P NER-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER)",39.0,3.0,7.0,3.8,57.0,17.6,5.4,2.4,SEAWALL (CONCRETE), , , ,"SEAWALL (CONCRETE); BEACH FACE (PEBBLE, SAND)","BEACH FACE (PEBBLE, SAND)", , , , , ,3192.7335802539915,47.65867831253498
